response,contrast,Recombination,Map_type,QTL,Repulsion,Matrix,Allele,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,2 - 8,20X,Chr,2,1,CV,negative_QTL,DV,0.0233333333464549,0.00541011292048281,Inf,4.3129105971364,1.61119282479671e-05
QTL fixation,2 - 8,2X,Chr,2,1,CV,negative_QTL,DV,0.0269047618987633,0.005410112920488,Inf,4.97304997033895,6.59076634243065e-07
QTL fixation,2 - 8,20X,Peri,2,1,CV,negative_QTL,DV,0.0245238095243782,0.00541011292048654,Inf,4.53295705372684,5.81636440909934e-06
QTL fixation,2 - 8,2X,Peri,2,1,CV,negative_QTL,DV,0.0228571428568037,0.00541011292048728,Inf,4.22489201107931,2.39055383234209e-05
QTL fixation,2 - 8,20X,WT,2,1,CV,negative_QTL,DV,0.025000000000331,0.00541011292048844,Inf,4.62097563724676,3.81939629985447e-06
QTL fixation,2 - 8,2X,WT,2,1,CV,negative_QTL,DV,0.0249999999995075,0.00541011292048756,Inf,4.6209756370953,3.81939630264328e-06
QTL fixation,2 - 8,20X,Chr,200,1,CV,negative_QTL,DV,0.0343510544334984,0.00541011292048776,Inf,6.34941542595408,2.16134649063891e-10
QTL fixation,2 - 8,2X,Chr,200,1,CV,negative_QTL,DV,0.0331698313949187,0.00541011292048829,Inf,6.13107931061906,8.72848760494441e-10
QTL fixation,2 - 8,20X,Peri,200,1,CV,negative_QTL,DV,0.0341675951116043,0.0054101129204876,Inf,6.31550498367876,2.69280708441903e-10
QTL fixation,2 - 8,2X,Peri,200,1,CV,negative_QTL,DV,0.0331423670699392,0.00541011292048739,Inf,6.12600283155521,9.01142026720065e-10
QTL fixation,2 - 8,20X,WT,200,1,CV,negative_QTL,DV,0.033419493418566,0.00541011292048757,Inf,6.17722659577209,6.52374112176476e-10
QTL fixation,2 - 8,2X,WT,200,1,CV,negative_QTL,DV,0.0321525715176725,0.0054101129204874,Inf,5.9430499862424,2.79767075982107e-09
QTL fixation,2 - 8,20X,Chr,2,2,CV,negative_QTL,DV,-0.047619047616216,0.00541011292048751,Inf,-8.80185835602208,1.34568962094596e-18
QTL fixation,2 - 8,2X,Chr,2,2,CV,negative_QTL,DV,-0.0488095238102966,0.00541011292048737,Inf,-9.02190481560218,1.84846795387122e-19
QTL fixation,2 - 8,20X,Peri,2,2,CV,negative_QTL,DV,-0.0514285714293168,0.00541011292048724,Inf,-9.50600702520736,1.98121682888468e-21
QTL fixation,2 - 8,2X,Peri,2,2,CV,negative_QTL,DV,-0.0552380952380452,0.00541011292048728,Inf,-10.2101556935839,1.78578058577281e-24
QTL fixation,2 - 8,20X,WT,2,2,CV,negative_QTL,DV,-0.0426190476196891,0.00541011292048728,Inf,-7.8776632292271,3.33560286460842e-15
QTL fixation,2 - 8,2X,WT,2,2,CV,negative_QTL,DV,-0.0526190476190138,0.00541011292048727,Inf,-9.72605348397691,2.33475941477587e-22
QTL fixation,2 - 8,20X,Chr,200,2,CV,negative_QTL,DV,0.0205204362742851,0.0054101129204873,Inf,3.79297744351643,0.000148851682373963
QTL fixation,2 - 8,2X,Chr,200,2,CV,negative_QTL,DV,0.0224639664445568,0.00541011292048738,Inf,4.15221766619488,3.29268853301594e-05
QTL fixation,2 - 8,20X,Peri,200,2,CV,negative_QTL,DV,0.0228152291541824,0.0054101129204873,Inf,4.21714472313221,2.47415194807575e-05
QTL fixation,2 - 8,2X,Peri,200,2,CV,negative_QTL,DV,0.0212296905846653,0.00541011292048729,Inf,3.9240753190699,8.70634956529919e-05
QTL fixation,2 - 8,20X,WT,200,2,CV,negative_QTL,DV,0.0226905805784265,0.00541011292048725,Inf,4.19410480186113,2.7395131079843e-05
QTL fixation,2 - 8,2X,WT,200,2,CV,negative_QTL,DV,0.0234663658200496,0.00541011292048733,Inf,4.33750018991023,1.44112409972885e-05
QTL fixation,2 - 8,20X,Chr,2,3,CV,negative_QTL,DV,-0.0254761904724263,0.00541011292048768,Inf,-4.70899422005591,2.48942129556688e-06
QTL fixation,2 - 8,2X,Chr,2,3,CV,negative_QTL,DV,-0.0285714285726281,0.00541011292048735,Inf,-5.28111501414915,1.28400051018116e-07
QTL fixation,2 - 8,20X,Peri,2,3,CV,negative_QTL,DV,-0.0388095238098983,0.00541011292048732,Inf,-7.17351456065403,7.30964741406058e-13
QTL fixation,2 - 8,2X,Peri,2,3,CV,negative_QTL,DV,-0.0126190476190793,0.00541011292048729,Inf,-2.33249246449049,0.0196747988805445
QTL fixation,2 - 8,20X,WT,2,3,CV,negative_QTL,DV,-0.0159523809529261,0.00541011292048728,Inf,-2.94862254954362,0.00319193558003658
QTL fixation,2 - 8,2X,WT,2,3,CV,negative_QTL,DV,-0.032380952381,0.00541011292048733,Inf,-5.98526368245993,2.16039581266058e-09
QTL fixation,2 - 8,20X,Chr,200,3,CV,negative_QTL,DV,0.0369568014926183,0.00541011292048743,Inf,6.83105917302899,8.42899535004395e-12
QTL fixation,2 - 8,2X,Chr,200,3,CV,negative_QTL,DV,0.0362149288028196,0.00541011292048741,Inf,6.69393214801086,2.17252182114345e-11
QTL fixation,2 - 8,20X,Peri,200,3,CV,negative_QTL,DV,0.0378500057941671,0.00541011292048731,Inf,6.99615818568863,2.63076499786439e-12
QTL fixation,2 - 8,2X,Peri,200,3,CV,negative_QTL,DV,0.0309861092892032,0.00541011292048731,Inf,5.72744224466431,1.01956131370499e-08
QTL fixation,2 - 8,20X,WT,200,3,CV,negative_QTL,DV,0.0307635984448362,0.00541011292048734,Inf,5.68631355703108,1.29810959508891e-08
QTL fixation,2 - 8,2X,WT,200,3,CV,negative_QTL,DV,0.0358841339158231,0.00541011292048734,Inf,6.63278834346229,3.29404000472459e-11
QTL fixation,2 - 8,20X,Chr,2,4,CV,negative_QTL,DV,0.0773809523796165,0.00541011292048675,Inf,14.3030198291415,2.09516919123334e-46
QTL fixation,2 - 8,2X,Chr,2,4,CV,negative_QTL,DV,0.0797619047624501,0.00541011292048733,Inf,14.743112747315,3.40711706901174e-49
QTL fixation,2 - 8,20X,Peri,2,4,CV,negative_QTL,DV,0.0654761904761824,0.00541011292048731,Inf,12.102555240249,1.02374141535123e-33
QTL fixation,2 - 8,2X,Peri,2,4,CV,negative_QTL,DV,0.0752380952382856,0.00541011292048735,Inf,13.9069362033774,5.74897956173095e-44
QTL fixation,2 - 8,20X,WT,2,4,CV,negative_QTL,DV,0.0688095238098646,0.00541011292048739,Inf,12.7186853252715,4.65628362942602e-37
QTL fixation,2 - 8,2X,WT,2,4,CV,negative_QTL,DV,0.0790476190477666,0.00541011292048736,Inf,14.6110848718932,2.3868666889349e-48
QTL fixation,2 - 8,20X,Chr,200,4,CV,negative_QTL,DV,0.0463612769062202,0.00541011292048735,Inf,8.56937324370004,1.04049780163276e-17
QTL fixation,2 - 8,2X,Chr,200,4,CV,negative_QTL,DV,0.0387939568772056,0.00541011292048736,Inf,7.17063718398524,7.46494995586399e-13
QTL fixation,2 - 8,20X,Peri,200,4,CV,negative_QTL,DV,0.042914786273876,0.00541011292048734,Inf,7.93232727386589,2.15076740029732e-15
QTL fixation,2 - 8,2X,Peri,200,4,CV,negative_QTL,DV,0.0389740541715344,0.00541011292048734,Inf,7.20392619236192,5.85030420410869e-13
QTL fixation,2 - 8,20X,WT,200,4,CV,negative_QTL,DV,0.039971807347571,0.00541011292048735,Inf,7.38834991709753,1.48662096298501e-13
QTL fixation,2 - 8,2X,WT,200,4,CV,negative_QTL,DV,0.03622308218216,0.0054101129204873,Inf,6.69543921070269,2.15024819791365e-11
QTL fixation,2 - 8,20X,Chr,2,5,CV,negative_QTL,DV,0.0185714285746727,0.005410112920487,Inf,3.43272475965269,0.000597548374748311
QTL fixation,2 - 8,2X,Chr,2,5,CV,negative_QTL,DV,0.0121428571417586,0.00541011292048751,Inf,2.24447388071605,0.0248019276259147
QTL fixation,2 - 8,20X,Peri,2,5,CV,negative_QTL,DV,0.0128571428569397,0.0054101129204872,Inf,2.37650175622987,0.0174776781953935
QTL fixation,2 - 8,2X,Peri,2,5,CV,negative_QTL,DV,0.0333333333332506,0.00541011292048731,Inf,6.16130084956677,7.21497677900533e-10
QTL fixation,2 - 8,20X,WT,2,5,CV,negative_QTL,DV,0.0180952380948139,0.00541011292048744,Inf,3.34470617540892,0.000823697822863044
QTL fixation,2 - 8,2X,WT,2,5,CV,negative_QTL,DV,0.0161904761904133,0.00541011292048737,Inf,2.99263184121392,0.0027658317480329
QTL fixation,2 - 8,20X,Chr,200,5,CV,negative_QTL,DV,0.0573184557032405,0.00541011292048717,Inf,10.5946874946335,3.15392635117984e-26
QTL fixation,2 - 8,2X,Chr,200,5,CV,negative_QTL,DV,0.0491242248690165,0.00541011292048739,Inf,9.0800738526158,1.08501205613784e-19
QTL fixation,2 - 8,20X,Peri,200,5,CV,negative_QTL,DV,0.0555509522421037,0.00541011292048732,Inf,10.267983877331,9.82361355400907e-25
QTL fixation,2 - 8,2X,Peri,200,5,CV,negative_QTL,DV,0.0443540313960878,0.0054101129204873,Inf,8.19835593969316,2.43696877273589e-16
QTL fixation,2 - 8,20X,WT,200,5,CV,negative_QTL,DV,0.0460324040519079,0.00541011292048736,Inf,8.50858470579967,1.76069248648941e-17
QTL fixation,2 - 8,2X,WT,200,5,CV,negative_QTL,DV,0.0520012373883696,0.0054101129204873,Inf,9.61185804300843,7.12514476357452e-22
QTL fixation,2 - 8,20X,Chr,200,1,GW,negative_QTL,DV,0.0284735976260684,0.00541011292048718,Inf,5.26303203732472,1.41698874920613e-07
QTL fixation,2 - 8,2X,Chr,200,1,GW,negative_QTL,DV,0.0244490211701686,0.00541011292048724,Inf,4.51913324721634,6.20933084772307e-06
QTL fixation,2 - 8,20X,Peri,200,1,GW,negative_QTL,DV,0.0228030043422553,0.00541011292048726,Inf,4.21488510080887,2.4990538578391e-05
QTL fixation,2 - 8,2X,Peri,200,1,GW,negative_QTL,DV,0.0236698368731686,0.0054101129204873,Inf,4.37510958108369,1.21371491174341e-05
QTL fixation,2 - 8,20X,WT,200,1,GW,negative_QTL,DV,0.0268542246242137,0.00541011292048731,Inf,4.96370870976107,6.91596458870432e-07
QTL fixation,2 - 8,2X,WT,200,1,GW,negative_QTL,DV,0.0256210319064359,0.0054101129204873,Inf,4.73576656956879,2.18228654621279e-06
QTL fixation,2 - 8,20X,Chr,2,2,GW,negative_QTL,DV,-0.027619047620177,0.00541011292048738,Inf,-5.10507784700525,3.30658365787645e-07
QTL fixation,2 - 8,2X,Chr,2,2,GW,negative_QTL,DV,-0.0314285714282857,0.00541011292048736,Inf,-5.80922651526736,6.27621262009959e-09
QTL fixation,2 - 8,20X,Peri,2,2,GW,negative_QTL,DV,-0.039761904761656,0.00541011292048729,Inf,-7.34955172766979,1.98872681081114e-13
QTL fixation,2 - 8,2X,Peri,2,2,GW,negative_QTL,DV,-0.0480952380952441,0.00541011292048731,Inf,-8.88987694011237,6.11766252013386e-19
QTL fixation,2 - 8,20X,WT,2,2,GW,negative_QTL,DV,-0.0333333333330966,0.00541011292048729,Inf,-6.16130084953832,7.21497678030201e-10
QTL fixation,2 - 8,2X,WT,2,2,GW,negative_QTL,DV,-0.0407142857142934,0.00541011292048733,Inf,-7.52558889484806,5.24832318195556e-14
QTL fixation,2 - 8,20X,WT,200,2,GW,negative_QTL,DV,0.0117062075081738,0.00541011292048728,Inf,2.16376398796486,0.0304824672750053
QTL fixation,2 - 8,2X,WT,200,2,GW,negative_QTL,DV,0.0108798143447564,0.00541011292048728,Inf,2.01101428096929,0.0443239482991526
QTL fixation,2 - 8,2X,Chr,2,3,GW,negative_QTL,DV,-0.011904761904554,0.00541011292048733,Inf,-2.200464589098,0.0277739496495354
QTL fixation,2 - 8,20X,Peri,2,3,GW,negative_QTL,DV,-0.0114285714286084,0.00541011292048727,Inf,-2.11244600557784,0.0346482125452336
QTL fixation,2 - 8,2X,Peri,2,3,GW,negative_QTL,DV,-0.0164285714285094,0.00541011292048728,Inf,-3.03664113299684,0.00239230086070791
QTL fixation,2 - 8,20X,WT,2,3,GW,negative_QTL,DV,-0.0197619047618664,0.00541011292048732,Inf,-3.65277121795941,0.000259425353603717
QTL fixation,2 - 8,2X,WT,2,3,GW,negative_QTL,DV,-0.027857142857095,0.00541011292048727,Inf,-5.1490871385705,2.61757262620986e-07
QTL fixation,2 - 8,20X,Chr,200,3,GW,negative_QTL,DV,0.0228107081067673,0.00541011292048739,Inf,4.21630905713374,2.48333367677638e-05
QTL fixation,2 - 8,2X,Chr,200,3,GW,negative_QTL,DV,0.0187338957520819,0.00541011292048735,Inf,3.46275503439848,0.000534674936484616
QTL fixation,2 - 8,20X,Peri,200,3,GW,negative_QTL,DV,0.0155325496635863,0.00541011292048738,Inf,2.87102134315285,0.00409147898932596
QTL fixation,2 - 8,2X,Peri,200,3,GW,negative_QTL,DV,0.0169193632741637,0.00541011292048732,Inf,3.12735861946476,0.00176384631013113
QTL fixation,2 - 8,20X,WT,200,3,GW,negative_QTL,DV,0.0171154563250757,0.00541011292048734,Inf,3.16360426790019,0.00155828521790752
QTL fixation,2 - 8,2X,WT,200,3,GW,negative_QTL,DV,0.0170097135412338,0.00541011292048733,Inf,3.14405887478253,0.00166621913390933
QTL fixation,2 - 8,20X,Chr,2,4,GW,negative_QTL,DV,0.0702380952383202,0.00541011292048705,Inf,12.9827410759473,1.53294545190843e-38
QTL fixation,2 - 8,2X,Chr,2,4,GW,negative_QTL,DV,0.0876190476186784,0.0054101129204873,Inf,16.195419375976,5.4326086195807e-59
QTL fixation,2 - 8,20X,Peri,2,4,GW,negative_QTL,DV,0.0685714285716616,0.00541011292048729,Inf,12.6746760334691,8.16955165757153e-37
QTL fixation,2 - 8,2X,Peri,2,4,GW,negative_QTL,DV,0.0835714285713733,0.00541011292048734,Inf,15.4472614157276,7.87175894860162e-54
QTL fixation,2 - 8,20X,WT,2,4,GW,negative_QTL,DV,0.0721428571429754,0.00541011292048728,Inf,13.3348154101888,1.4521369748096e-40
QTL fixation,2 - 8,2X,WT,2,4,GW,negative_QTL,DV,0.0902380952380558,0.00541011292048731,Inf,16.679521585647,1.84692080744507e-62
QTL fixation,2 - 8,20X,Chr,200,4,GW,negative_QTL,DV,0.0228137573389647,0.00541011292048727,Inf,4.2168726742417,2.47713748467926e-05
QTL fixation,2 - 8,2X,Chr,200,4,GW,negative_QTL,DV,0.01994950382526,0.00541011292048727,Inf,3.68744684601947,0.000226515389695815
QTL fixation,2 - 8,20X,Peri,200,4,GW,negative_QTL,DV,0.0118465737876651,0.00541011292048728,Inf,2.18970915427734,0.0285453367590858
QTL fixation,2 - 8,2X,Peri,200,4,GW,negative_QTL,DV,0.0159427229280516,0.00541011292048743,Inf,2.94683736963761,0.00321041999953262
QTL fixation,2 - 8,20X,WT,200,4,GW,negative_QTL,DV,0.0197973618036816,0.0054101129204873,Inf,3.65932506301522,0.000252880402261779
QTL fixation,2 - 8,2X,WT,200,4,GW,negative_QTL,DV,0.0208263593623328,0.0054101129204873,Inf,3.84952396898528,0.000118347602785429
QTL fixation,2 - 8,20X,Chr,2,5,GW,negative_QTL,DV,0.0302380952370289,0.00541011292048717,Inf,5.58918005620963,2.28144297079292e-08
QTL fixation,2 - 8,2X,Chr,2,5,GW,negative_QTL,DV,0.0276190476192013,0.00541011292048732,Inf,5.10507784682496,3.30658366102915e-07
QTL fixation,2 - 8,20X,Peri,2,5,GW,negative_QTL,DV,0.0292857142855325,0.00541011292048732,Inf,5.41314288924205,6.19280326456158e-08
QTL fixation,2 - 8,2X,Peri,2,5,GW,negative_QTL,DV,0.0164285714286513,0.00541011292048734,Inf,3.03664113302304,0.0023923008605
QTL fixation,2 - 8,20X,WT,2,5,GW,negative_QTL,DV,0.0328571428570774,0.00541011292048735,Inf,6.07328226600447,1.25321884754981e-09
QTL fixation,2 - 8,2X,WT,2,5,GW,negative_QTL,DV,0.0454761904762675,0.0054101129204873,Inf,8.40577473051549,4.25046312074132e-17
QTL fixation,2 - 8,20X,Chr,200,5,GW,negative_QTL,DV,0.0400822807578108,0.0054101129204873,Inf,7.40876971458861,1.27476438603665e-13
QTL fixation,2 - 8,2X,Chr,200,5,GW,negative_QTL,DV,0.0322937486464763,0.00541011292048726,Inf,5.96914502915178,2.38500043509431e-09
QTL fixation,2 - 8,20X,Peri,200,5,GW,negative_QTL,DV,0.0307276254721105,0.00541011292048725,Inf,5.67966434780867,1.34959319252849e-08
QTL fixation,2 - 8,2X,Peri,200,5,GW,negative_QTL,DV,0.0274649708564492,0.00541011292048734,Inf,5.07659844814758,3.84251745024691e-07
QTL fixation,2 - 8,20X,WT,200,5,GW,negative_QTL,DV,0.0304906205865882,0.00541011292048733,Inf,5.63585659573288,1.74190290677768e-08
QTL fixation,2 - 8,2X,WT,200,5,GW,negative_QTL,DV,0.0322516825092787,0.00541011292048729,Inf,5.9613695653461,2.50132536574494e-09
QTL fixation,2 - 8,20X,Chr,2,1,CV,positive_QTL,DV,-0.0233333333261165,0.00541011292048676,Inf,-4.31291059337393,1.61119285222598e-05
QTL fixation,2 - 8,2X,Chr,2,1,CV,positive_QTL,DV,-0.0269047619031065,0.00541011292048802,Inf,-4.97304997114173,6.59076631512721e-07
QTL fixation,2 - 8,20X,Peri,2,1,CV,positive_QTL,DV,-0.0245238095237495,0.00541011292048699,Inf,-4.53295705361027,5.81636441231044e-06
QTL fixation,2 - 8,2X,Peri,2,1,CV,positive_QTL,DV,-0.0228571428568324,0.00541011292048729,Inf,-4.22489201108461,2.39055383228581e-05
QTL fixation,2 - 8,20X,WT,2,1,CV,positive_QTL,DV,-0.0250000000010844,0.0054101129204879,Inf,-4.62097563738647,3.81939629728221e-06
QTL fixation,2 - 8,2X,WT,2,1,CV,positive_QTL,DV,-0.0249999999992801,0.00541011292048757,Inf,-4.62097563705326,3.81939630341729e-06
QTL fixation,2 - 8,20X,Chr,200,1,CV,positive_QTL,DV,-0.0532442598803623,0.00541011292048713,Inf,-9.84161710908766,7.45035336918567e-23
QTL fixation,2 - 8,2X,Chr,200,1,CV,positive_QTL,DV,-0.04419006554372,0.0054101129204874,Inf,-8.16804865132814,3.1341753024475e-16
QTL fixation,2 - 8,20X,Peri,200,1,CV,positive_QTL,DV,-0.0527252695682838,0.00541011292048729,Inf,-9.74568744556534,1.9247170082477e-22
QTL fixation,2 - 8,2X,Peri,200,1,CV,positive_QTL,DV,-0.0483543694487851,0.00541011292048733,Inf,-8.93777452697411,3.97086270562575e-19
QTL fixation,2 - 8,20X,WT,200,1,CV,positive_QTL,DV,-0.0437416335681676,0.00541011292048752,Inf,-8.08516092196944,6.20821695216214e-16
QTL fixation,2 - 8,2X,WT,200,1,CV,positive_QTL,DV,-0.0456462761686977,0.00541011292048737,Inf,-8.43721320415354,3.24993319592087e-17
QTL fixation,2 - 8,20X,Chr,2,2,CV,positive_QTL,DV,0.047619047616863,0.00541011292048739,Inf,8.80185835614186,1.34568961950937e-18
QTL fixation,2 - 8,2X,Chr,2,2,CV,positive_QTL,DV,0.0488095238097116,0.00541011292048734,Inf,9.02190481549409,1.84846795569542e-19
QTL fixation,2 - 8,20X,Peri,2,2,CV,positive_QTL,DV,0.0514285714294338,0.00541011292048729,Inf,9.50600702522891,1.9812168284743e-21
QTL fixation,2 - 8,2X,Peri,2,2,CV,positive_QTL,DV,0.0552380952379515,0.00541011292048733,Inf,10.2101556935665,1.78578058609321e-24
QTL fixation,2 - 8,20X,WT,2,2,CV,positive_QTL,DV,0.0426190476198242,0.00541011292048732,Inf,7.87766322925202,3.33560286394343e-15
QTL fixation,2 - 8,2X,WT,2,2,CV,positive_QTL,DV,0.0526190476189178,0.00541011292048727,Inf,9.72605348395919,2.3347594151826e-22
QTL fixation,2 - 8,20X,Chr,200,2,CV,positive_QTL,DV,-0.0113742972386873,0.00541011292048731,Inf,-2.1024140172037,0.0355170243662582
QTL fixation,2 - 8,20X,Peri,200,2,CV,positive_QTL,DV,-0.0108218539655811,0.00541011292048725,Inf,-2.00030094096566,0.045467777487122
QTL fixation,2 - 8,20X,Chr,2,3,CV,positive_QTL,DV,0.0254761904725003,0.00541011292048726,Inf,4.70899422006996,2.48942129539537e-06
QTL fixation,2 - 8,2X,Chr,2,3,CV,positive_QTL,DV,0.0285714285723451,0.00541011292048724,Inf,5.28111501409695,1.28400051054704e-07
QTL fixation,2 - 8,20X,Peri,2,3,CV,positive_QTL,DV,0.0388095238103232,0.0054101129204873,Inf,7.1735145607326,7.30964740986381e-13
QTL fixation,2 - 8,2X,Peri,2,3,CV,positive_QTL,DV,0.0126190476189034,0.0054101129204873,Inf,2.33249246445799,0.0196747988822526
QTL fixation,2 - 8,20X,WT,2,3,CV,positive_QTL,DV,0.0159523809532884,0.00541011292048739,Inf,2.94862254961053,0.00319193557934553
