response,contrast,H2,Recombination,Map_type,QTL,Repulsion,Matrix,QTL_type,estimate,SE,df,z.ratio,p.value
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,2,GW,DV,-0.291570097792156,0.0054101129204873,Inf,-53.8935327371861,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,2,GW,DV,-0.31738158574265,0.00541011292048719,Inf,-58.664503016338,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,2,GW,DV,-0.287977706926223,0.00541011292048737,Inf,-53.2295187103563,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,2,GW,DV,-0.316092953169887,0.00541011292048735,Inf,-58.4263134273753,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,2,GW,DV,-0.292327845846434,0.00541011292048728,Inf,-54.0335941491041,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,2,GW,DV,-0.317307288483414,0.0054101129204874,Inf,-58.6507699833422,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,2,GW,DV,-0.294423771211499,0.00541011292048738,Inf,-54.4210029510761,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,2,GW,DV,-0.321098511227605,0.00541011292048739,Inf,-59.3515359007845,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,2,GW,DV,-0.295871875541035,0.00541011292048742,Inf,-54.6886691441513,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,2,GW,DV,-0.319635520958712,0.0054101129204873,Inf,-59.0811182051855,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,3,GW,DV,-0.237380952382993,0.00541011292048746,Inf,-43.8772639077568,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,3,GW,DV,-0.263333333333101,0.00541011292048732,Inf,-48.6742767116552,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,3,GW,DV,-0.264761904761845,0.00541011292048737,Inf,-48.938332462383,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,3,GW,DV,-0.278809523809548,0.0054101129204873,Inf,-51.5348806775802,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,3,GW,DV,-0.238809523809428,0.00541011292048736,Inf,-44.1413196580591,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,3,GW,DV,-0.274999999999998,0.00541011292048727,Inf,-50.830732009052,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,3,GW,DV,-0.273095238095172,0.00541011292048736,Inf,-50.4786576747775,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,3,GW,DV,-0.28166666666667,0.00541011292048718,Inf,-52.0629921789702,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,3,GW,DV,-0.284285714285532,0.00541011292048732,Inf,-52.5470943885447,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,3,GW,DV,-0.2852380952381,0.00541011292048733,Inf,-52.72313155571,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,3,GW,DV,-0.283571428571374,0.00541011292048734,Inf,-52.4150665132198,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,3,GW,DV,-0.261428571428572,0.00541011292048742,Inf,-48.3222023774356,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,3,GW,DV,-0.0310740238175091,0.00541011292048741,Inf,-5.74369228040246,9.26340641007686e-09
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,3,GW,DV,-0.0524803580749484,0.00541011292048738,Inf,-9.70041824380639,3.00265230748543e-22
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,3,GW,DV,-0.0355814382299786,0.00541011292048739,Inf,-6.57683836787146,4.8055666215223e-11
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,3,GW,DV,-0.0579498502566949,0.00541011292048739,Inf,-10.7113938485916,8.99964787802232e-27
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,3,GW,DV,-0.0310689188035417,0.00541011292048733,Inf,-5.7427486745957,9.31519335902416e-09
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,3,GW,DV,-0.0558172606651706,0.00541011292048721,Inf,-10.31720806673,5.89113187103422e-25
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,3,GW,DV,-0.0384282491975628,0.00541011292048743,Inf,-7.10304013286669,1.22041945340102e-12
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,3,GW,DV,-0.0587415783132762,0.00541011292048741,Inf,-10.8577360910212,1.83235521402133e-27
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,3,GW,DV,-0.0384225674763117,0.00541011292048733,Inf,-7.10198992904768,1.22973194248726e-12
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,GW,DV,-0.0609864836681409,0.00541011292048735,Inf,-11.2726822091261,1.79031505331121e-29
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,GW,DV,-0.0390461360490832,0.00541011292048738,Inf,-7.21724973636331,5.30495011264578e-13
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,GW,DV,-0.0581332533813449,0.0054101129204874,Inf,-10.7452939034233,6.23629844778896e-27
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,GW,DV,-0.575238095237676,0.00541011292048703,Inf,-106.326448947001,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,GW,DV,-0.764999999999708,0.00541011292048724,Inf,-141.401854497856,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,GW,DV,-0.57023809523809,0.00541011292048731,Inf,-105.402253819635,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,GW,DV,-0.792380952380769,0.00541011292048731,Inf,-146.462923052888,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,4,GW,DV,-0.570476190476042,0.0054101129204873,Inf,-105.446263111391,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,4,GW,DV,-0.763333333333386,0.00541011292048728,Inf,-141.09378945544,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,4,GW,DV,-0.56166666666674,0.00541011292048725,Inf,-103.817919315472,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,4,GW,DV,-0.773333333333345,0.00541011292048712,Inf,-142.942179710311,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,4,GW,DV,-0.592142857142829,0.00541011292048731,Inf,-109.451108663642,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,4,GW,DV,-0.775714285714333,0.0054101129204873,Inf,-143.38227262814,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,4,GW,DV,-0.572619047619105,0.00541011292048731,Inf,-105.842346737474,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,4,GW,DV,-0.791190476190491,0.00541011292048732,Inf,-146.242876594011,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,4,GW,DV,-0.0418890485988006,0.00541011292048731,Inf,-7.74273092159922,9.73038270350704e-15
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,4,GW,DV,-0.0676579041945794,0.00541011292048728,Inf,-12.5058210778502,6.93792292083698e-36
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,4,GW,DV,-0.0435349073837922,0.00541011292048737,Inf,-8.04694985550696,8.48829398627492e-16
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,4,GW,DV,-0.0690803676129137,0.00541011292048736,Inf,-12.7687478298865,2.45065122977373e-37
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,4,GW,DV,-0.0433528923720145,0.00541011292048728,Inf,-8.01330637810602,1.11665002911286e-15
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,4,GW,DV,-0.067764717221521,0.0054101129204873,Inf,-12.5255642936594,5.41051599734844e-36
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,4,GW,DV,-0.0434387756643223,0.0054101129204873,Inf,-8.02918096216182,9.81255309561885e-16
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,4,GW,DV,-0.0691549393535043,0.00541011292048737,Inf,-12.7825315977461,2.05277239616446e-37
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,4,GW,DV,-0.0441263913939312,0.0054101129204873,Inf,-8.15627918353257,3.45503297680565e-16
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,4,GW,DV,-0.0689721576998303,0.00541011292048733,Inf,-12.7487464150041,3.16798506883381e-37
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,4,GW,DV,-0.0432652164370112,0.00541011292048732,Inf,-7.99710044372125,1.27383321734199e-15
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,4,GW,DV,-0.0701930576344233,0.00541011292048749,Inf,-12.9744163691316,1.70893077857415e-38
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,5,GW,DV,-0.16619047619213,0.005410112920487,Inf,-30.7184856646523,3.22431514824888e-207
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,5,GW,DV,-0.28690476190457,0.00541011292048725,Inf,-53.0311965981535,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,5,GW,DV,-0.199047619047548,0.00541011292048732,Inf,-36.7917679303483,2.5000005155561e-296
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,5,GW,DV,-0.302380952380957,0.00541011292048724,Inf,-55.8918005640674,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,5,GW,DV,-0.169285714285833,0.0054101129204873,Inf,-31.2906064575424,6.26288356333351e-215
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,5,GW,DV,-0.302619047619031,0.00541011292048727,Inf,-55.9358098558458,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,5,GW,DV,-0.205238095238009,0.0054101129204873,Inf,-37.9360095166965,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,5,GW,DV,-0.301666666666675,0.00541011292048727,Inf,-55.7597726887197,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,5,GW,DV,-0.185952380952358,0.00541011292048738,Inf,-34.3712568823067,6.7803759969428e-259
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,5,GW,DV,-0.292619047619036,0.00541011292048731,Inf,-54.0874196009717,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,5,GW,DV,-0.186666666666581,0.00541011292048737,Inf,-34.5032847576434,7.16132924495577e-261
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,5,GW,DV,-0.314761904761915,0.0054101129204873,Inf,-58.1802837367697,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,5,GW,DV,0.062691091373216,0.00541011292048731,Inf,11.5877602361707,4.75401714705156e-31
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,5,GW,DV,0.0492228922806485,0.00541011292048732,Inf,9.09831144082936,9.17470827101268e-20
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,5,GW,DV,-0.016326342212361,0.00541011292048723,Inf,-3.01774518430767,0.00254662940162227
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,5,GW,DV,0.0596443976446486,0.00541011292048727,Inf,11.0246123364236,2.90768591287155e-28
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,5,GW,DV,-0.012617088574453,0.00541011292048722,Inf,-2.33213035659091,0.0196938345135917
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,5,GW,DV,0.051321798496555,0.00541011292048731,Inf,9.48627122036711,2.39446478651407e-21
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,5,GW,DV,-0.0132153282110547,0.00541011292048732,Inf,-2.4427083880283,0.0145775109367144
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,5,GW,DV,0.0488838628186678,0.00541011292048735,Inf,9.03564556546526,1.63037226421939e-19
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,5,GW,DV,-0.0166408283686795,0.00541011292048733,Inf,-3.07587449897082,0.00209886167865052
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,5,GW,DV,0.0485768173671455,0.00541011292048732,Inf,8.97889158342555,2.73508118897688e-19
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,5,GW,DV,-0.0152696599880046,0.00541011292048749,Inf,-2.82242907170756,0.0047661363404997
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,1,CV,R,-0.930476190485167,0.00541011292048726,Inf,-171.988312288566,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,1,CV,R,-0.9957142857155,0.00541011292048664,Inf,-184.04685823562,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,1,CV,R,-0.936666666668949,0.00541011292048774,Inf,-173.132553873664,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,1,CV,R,-0.996666666666767,0.00541011292048738,Inf,-184.22289540252,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,1,CV,R,-0.929523809524729,0.00541011292048707,Inf,-171.812275119952,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,1,CV,R,-0.995238095238074,0.00541011292048718,Inf,-183.958839651808,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,1,CV,R,-0.943809523809485,0.00541011292048726,Inf,-174.452832626732,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,1,CV,R,-0.997142857142695,0.00541011292048727,Inf,-184.310913986041,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,1,CV,R,-0.930000000000987,0.00541011292048756,Inf,-171.900293703514,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,1,CV,R,-0.997619047619082,0.00541011292048729,Inf,-184.398932569642,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,1,CV,R,-0.937142857142762,0.0054101129204873,Inf,-173.220572456804,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,1,CV,R,-0.99428571428556,0.0054101129204873,Inf,-183.782802484648,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,1,CV,R,-0.791533983251142,0.00541011292048758,Inf,-146.306370104343,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,1,CV,R,-0.883969360482635,0.00541011292048732,Inf,-163.392035152385,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,1,CV,R,-0.801717239234095,0.00541011292048743,Inf,-148.188633216525,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,1,CV,R,-0.893480120866892,0.00541011292048736,Inf,-165.149994833454,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,1,CV,R,-0.799404378403665,0.00541011292048741,Inf,-147.761126274541,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,1,CV,R,-0.889823983666094,0.0054101129204873,Inf,-164.474197996212,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,1,CV,R,-0.802489311952728,0.00541011292048741,Inf,-148.331342385443,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,1,CV,R,-0.891380110050469,0.00541011292048736,Inf,-164.761830880634,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,1,CV,R,-0.804437760979649,0.00541011292048732,Inf,-148.691491804794,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,1,CV,R,-0.893490705661705,0.00541011292048729,Inf,-165.151951316614,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,1,CV,R,-0.804783010905935,0.00541011292048728,Inf,-148.755307464719,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,1,CV,R,-0.892669967370236,0.00541011292048726,Inf,-165.00024685064,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,2,CV,R,-0.536190476191346,0.00541011292048743,Inf,-99.1089250948643,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,2,CV,R,-0.438571428571415,0.00541011292048732,Inf,-81.0651154637841,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,2,CV,R,-0.540952380952253,0.00541011292048731,Inf,-99.9891109303366,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,2,CV,R,-0.444285714285693,0.00541011292048725,Inf,-82.1213384665692,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,2,CV,R,-0.545238095237837,0.00541011292048732,Inf,-100.781278182401,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,2,CV,R,-0.451904761904782,0.00541011292048725,Inf,-83.5296358036244,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,2,CV,R,-0.538095238095263,0.00541011292048728,Inf,-99.4609994289728,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,2,CV,R,-0.454761904761909,0.00541011292048731,Inf,-84.0577473050132,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,2,CV,R,-0.542857142856865,0.00541011292048735,Inf,-100.34118526457,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,2,CV,R,-0.452857142857143,0.00541011292048735,Inf,-83.7056729707499,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,2,CV,R,-0.533809523809563,0.00541011292048737,Inf,-98.6688321768847,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,2,CV,R,-0.462857142857149,0.00541011292048732,Inf,-85.5540632256262,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,2,CV,R,-0.278700079298412,0.00541011292048735,Inf,-51.5146510607965,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,2,CV,R,-0.312008821638028,0.00541011292048727,Inf,-57.6714065350648,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,2,CV,R,-0.279705868051273,0.00541011292048733,Inf,-51.7005600737216,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,2,CV,R,-0.314349612091897,0.00541011292048735,Inf,-58.1040759614274,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,2,CV,R,-0.280166490187592,0.00541011292048734,Inf,-51.7857010205168,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,2,CV,R,-0.311763141137637,0.00541011292048727,Inf,-57.6259951907913,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,2,CV,R,-0.283439730867614,0.00541011292048731,Inf,-52.3907236379981,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,2,CV,R,-0.31469326543844,0.00541011292048754,Inf,-58.1675965111058,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,2,CV,R,-0.281537711059551,0.00541011292048734,Inf,-52.0391561502177,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,2,CV,R,-0.315923580409611,0.00541011292048731,Inf,-58.3950067314222,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,2,CV,R,-0.281814082249856,0.00541011292048728,Inf,-52.090240331707,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,2,CV,R,-0.31574599830825,0.0054101129204872,Inf,-58.3621826288639,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,3,CV,R,-0.430476190478009,0.00541011292048749,Inf,-79.5687995435076,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,3,CV,R,-0.359047619047375,0.00541011292048726,Inf,-66.3660120083108,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,3,CV,R,-0.423809523809308,0.00541011292048732,Inf,-78.3365393732176,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,3,CV,R,-0.386190476190497,0.00541011292048733,Inf,-71.38307127159,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,2,3,CV,R,-0.429523809523632,0.00541011292048738,Inf,-79.3927623760092,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,2,3,CV,R,-0.390000000000008,0.00541011292048728,Inf,-72.0872199401119,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,2,3,CV,R,-0.409047619047591,0.00541011292048742,Inf,-75.6079632827217,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,2,3,CV,R,-0.410000000000006,0.0054101129204874,Inf,-75.7840004498592,0
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,2,3,CV,R,-0.420476190475969,0.00541011292048736,Inf,-77.7204092882577,0
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,2,3,CV,R,-0.389523809523818,0.00541011292048732,Inf,-71.9992013565461,0
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,2,3,CV,R,-0.424285714285685,0.00541011292048739,Inf,-78.4245579568165,0
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,2,3,CV,R,-0.363333333333342,0.00541011292048733,Inf,-67.1581792604458,0
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,200,3,CV,R,-0.0454373479864306,0.00541011292048739,Inf,-8.3985951225464,4.51851853086232e-17
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,200,3,CV,R,-0.0670032023025976,0.00541011292048738,Inf,-12.3848066181512,3.15845301689741e-35
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,200,3,CV,R,-0.0488420082513595,0.00541011292048742,Inf,-9.02790920803167,1.74982919777105e-19
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,200,3,CV,R,-0.070669922467863,0.00541011292048749,Inf,-13.0625596002338,5.38850721478646e-39
QTL fixation,negative_QTL - positive_QTL,2,20X,Peri,200,3,CV,R,-0.0463038975860627,0.00541011292048742,Inf,-8.55876730607889,1.1408071034585e-17
QTL fixation,negative_QTL - positive_QTL,8,20X,Peri,200,3,CV,R,-0.0684221994042154,0.00541011292048729,Inf,-12.647092659584,1.16091803677005e-36
QTL fixation,negative_QTL - positive_QTL,2,2X,Peri,200,3,CV,R,-0.0471730418743147,0.00541011292048748,Inf,-8.71941908932728,2.7963272892512e-18
QTL fixation,negative_QTL - positive_QTL,8,2X,Peri,200,3,CV,R,-0.0729229505348264,0.00541011292048746,Inf,-13.4790071125273,2.07885513937235e-41
QTL fixation,negative_QTL - positive_QTL,2,20X,WT,200,3,CV,R,-0.0480292341984235,0.00541011292048736,Inf,-8.87767684414558,6.82712420910712e-19
QTL fixation,negative_QTL - positive_QTL,8,20X,WT,200,3,CV,R,-0.0696825035372697,0.00541011292048731,Inf,-12.8800460473555,5.83007668692799e-38
QTL fixation,negative_QTL - positive_QTL,2,2X,WT,200,3,CV,R,-0.0484646503624382,0.00541011292048744,Inf,-8.95815874358342,3.30144961158828e-19
QTL fixation,negative_QTL - positive_QTL,8,2X,WT,200,3,CV,R,-0.0708242892162723,0.00541011292048764,Inf,-13.0910925995771,3.7024330071716e-39
QTL fixation,negative_QTL - positive_QTL,2,20X,Chr,2,4,CV,R,-0.72523809523739,0.00541011292048714,Inf,-134.052302770066,0
QTL fixation,negative_QTL - positive_QTL,8,20X,Chr,2,4,CV,R,-0.900476190475575,0.00541011292048728,Inf,-166.443141522168,0
QTL fixation,negative_QTL - positive_QTL,2,2X,Chr,2,4,CV,R,-0.740476190475974,0.00541011292048732,Inf,-136.868897444247,0
QTL fixation,negative_QTL - positive_QTL,8,2X,Chr,2,4,CV,R,-0.905714285714189,0.00541011292048737,Inf,-167.411345941481,0
